Adj Close,Close,Date,High,Low,Open,Volume
96.981819,104.750000,2016-10-31,105.459999,103.779999,103.820000,12340800
98.583527,106.480003,2016-11-01,106.739998,105.449997,105.510002,12755600
97.574356,105.389999,2016-11-02,106.050003,104.250000,105.650002,8405200
97.574356,105.389999,2016-11-03,106.190002,104.949997,105.529999,5703200
97.009583,104.779999,2016-11-04,105.489998,104.379997,105.250000,7085400
98.926079,106.849998,2016-11-07,106.980003,105.779999,106.000000,7333800
99.333458,107.290001,2016-11-08,108.190002,106.419998,106.570000,8034800
99.657501,107.639999,2016-11-09,108.260002,105.690002,106.040001,9161800
99.796371,107.790001,2016-11-10,108.500000,107.239998,107.540001,8739500
98.731651,106.639999,2016-11-11,107.650002,105.940002,107.480003,7939500
98.685356,106.589996,2016-11-14,106.730003,105.589996,106.150002,7630000
100.879601,108.959999,2016-11-15,109.059998,107.400002,107.489998,12156500
101.319107,108.349998,2016-11-16,109.000000,107.739998,108.199997,7711000
101.104027,108.120003,2016-11-17,110.099998,107.589996,109.000000,6638100
102.113953,109.199997,2016-11-18,109.669998,108.150002,108.570000,6815500
103.030357,110.180000,2016-11-21,111.000000,110.070000,110.360001,8476800
103.441803,110.620003,2016-11-22,111.000000,109.309998,110.790001,6440500
103.797142,111.000000,2016-11-23,111.470001,110.040001,110.400002,4472700
103.797142,111.000000,2016-11-25,111.220001,110.120003,110.540001,3238600
103.329590,110.500000,2016-11-28,111.570000,110.379997,110.949997,6406700
102.244858,109.339996,2016-11-29,109.720001,108.400002,109.099998,7461900
104.320808,111.559998,2016-11-30,112.980003,111.300003,112.050003,17301900
105.938553,113.290001,2016-12-01,114.910004,112.529999,112.790001,11792300
105.667358,113.000000,2016-12-02,113.809998,112.279999,113.199997,6167400
105.901138,113.250000,2016-12-05,114.480003,113.029999,113.389999,6909800
105.442947,112.760002,2016-12-06,113.489998,112.209999,112.389999,6033600
107.013931,114.440002,2016-12-07,114.480003,112.820000,113.040001,6434100
107.696548,115.169998,2016-12-08,115.400002,114.199997,114.730003,5519700
108.295029,115.809998,2016-12-09,115.989998,114.970001,114.989998,5771600
109.548080,117.150002,2016-12-12,118.989998,116.570000,117.769997,10044700
109.800552,117.419998,2016-12-13,118.309998,116.029999,117.900002,8644200
108.435287,115.959999,2016-12-14,117.879997,115.760002,116.709999,7878400
109.454559,117.050003,2016-12-15,117.389999,115.360001,115.629997,7458300
110.417732,118.080002,2016-12-16,118.580002,117.419998,117.839996,12670700
110.015633,117.650002,2016-12-19,118.449997,117.419998,118.370003,5772500
