Adj Close,Close,Date,High,Low,Open,Volume
66.560478,70.019997,2016-10-31,70.169998,69.849998,70.059998,6389000
65.876060,69.300003,2016-11-01,70.059998,69.139999,69.980003,8838600
66.018646,69.449997,2016-11-02,69.970001,69.199997,69.199997,7645300
66.189751,69.629997,2016-11-03,70.080002,69.349998,69.629997,6803900
65.742973,69.160004,2016-11-04,69.940002,69.129997,69.709999,7262100
66.332344,69.779999,2016-11-07,69.839996,69.160004,69.620003,9755400
66.341850,69.790001,2016-11-08,70.040001,69.470001,69.709999,7616500
67.587112,71.099998,2016-11-09,71.500000,69.290001,69.300003,16779500
67.862801,71.389999,2016-11-10,72.089996,71.000000,71.250000,14321300
67.710709,71.230003,2016-11-11,71.279999,70.599998,71.110001,8223900
67.007256,70.489998,2016-11-14,71.309998,70.190002,71.160004,12856200
67.891319,71.419998,2016-11-15,71.419998,70.349998,70.790001,9725100
67.862801,71.389999,2016-11-16,72.059998,71.330002,71.750000,11132400
65.771492,69.190002,2016-11-17,69.519997,68.120003,69.080002,23440300
65.153603,68.540001,2016-11-18,69.400002,68.440002,68.930000,11135300
65.942596,69.370003,2016-11-21,69.400002,68.419998,68.540001,8356000
66.655533,70.120003,2016-11-22,70.419998,69.730003,69.730003,10984000
67.330475,70.830002,2016-11-23,70.889999,70.180000,70.220001,7398900
67.710709,71.230003,2016-11-25,71.650002,70.980003,71.110001,4234400
67.672676,71.190002,2016-11-28,71.519997,70.800003,70.930000,7099200
67.843788,71.370003,2016-11-29,71.790001,71.199997,71.379997,7310100
66.950233,70.430000,2016-11-30,71.160004,70.169998,70.919998,9326100
67.178368,70.669998,2016-12-01,70.730003,70.050003,70.250000,6849800
67.377983,70.879997,2016-12-02,70.949997,70.449997,70.580002,6674200
66.484444,69.940002,2016-12-05,70.989998,69.809998,70.900002,10527900
66.883690,70.360001,2016-12-06,70.389999,69.500000,70.010002,7778000
67.592155,70.599998,2016-12-07,70.650002,69.900002,69.930000,6966200
67.343231,70.339996,2016-12-08,70.900002,70.320000,70.480003,6844200
67.094322,70.080002,2016-12-09,70.430000,69.739998,70.269997,10756700
68.616570,71.669998,2016-12-12,71.779999,70.019997,70.070000,9084100
68.741043,71.800003,2016-12-13,72.230003,71.610001,71.669998,8887500
68.300629,71.339996,2016-12-14,72.480003,71.180000,71.900002,8669400
68.051704,71.080002,2016-12-15,71.800003,71.029999,71.220001,7136300
67.955963,70.980003,2016-12-16,71.639999,70.599998,71.070000,17642900
68.530403,71.580002,2016-12-19,71.750000,70.839996,70.839996,5889300
68.760185,71.820000,2016-12-20,71.930000,71.510002,71.730003,6108100
68.204895,71.239998,2016-12-21,72.000000,71.239998,71.660004,5101000
66.625183,69.589996,2016-12-22,71.239998,69.209999,71.239998,12106800
66.577324,69.540001,2016-12-23,69.750000,69.360001,69.430000,4795400
66.730499,69.699997,2016-12-27,69.820000,69.250000,69.300003,4435700
66.357109,69.309998,2016-12-28,70.000000,69.260002,69.940002,4875700
66.309250,69.260002,2016-12-29,69.519997,69.120003,69.209999,4289800
66.175209,69.120003,2016-12-30,69.430000,68.830002,69.120003,6889500
65.734802,68.660004,2017-01-03,69.239998,68.050003,69.239998,10473200
66.117760,69.059998,2017-01-04,69.629997,68.599998,68.660004,7918000
66.261375,69.209999,2017-01-05,69.330002,68.120003,68.430000,7099200
65.351852,68.260002,2017-01-06,68.500000,68.010002,68.410004,9491100
65.782692,68.709999,2017-01-09,68.800003,68.320000,68.330002,8660600
65.323120,68.230003,2017-01-10,69.269997,68.220001,68.639999,10256500
65.610352,68.529999,2017-01-11,68.620003,68.190002,68.199997,6697600
65.074203,67.970001,2017-01-12,68.559998,67.919998,68.360001,6544900
64.269989,67.129997,2017-01-13,68.019997,67.080002,67.980003,10012500
65.505035,68.419998,2017-01-17,69.290001,68.059998,68.099998,13140200
65.208244,68.110001,2017-01-18,68.110001,67.540001,67.879997,7321500
64.739128,67.620003,2017-01-19,68.190002,67.480003,68.129997,6821100
64.317871,67.180000,2017-01-20,67.830002,67.019997,67.739998,12054700
63.810448,66.650002,2017-01-23,67.180000,66.559998,67.010002,7951400
64.528488,67.400002,2017-01-24,67.410004,66.660004,66.889999,10710600
64.040207,66.889999,2017-01-25,67.730003,66.790001,67.519997,8722900
63.887043,66.730003,2017-01-26,67.220001,66.620003,67.129997,6504100
62.862621,65.660004,2017-01-27,66.970001,65.279999,66.860001,13433600
63.590240,66.419998,2017-01-30,66.480003,65.629997,65.629997,8641500
63.896610,66.739998,2017-01-31,66.889999,65.879997,66.209999,9320900
63.408337,66.230003,2017-02-01,66.709999,66.040001,66.459999,9050000
63.858307,66.699997,2017-02-02,67.139999,66.339996,66.339996,8998700
63.666836,66.500000,2017-02-03,66.930000,66.440002,66.820000,7625300
63.571098,66.400002,2017-02-06,66.860001,66.370003,66.370003,9097200
64.040207,66.889999,2017-02-07,67.000000,66.510002,66.559998,5805700
64.921021,67.809998,2017-02-08,67.820000,66.889999,66.889999,7660800
66.136917,69.080002,2017-02-09,69.139999,67.750000,67.809998,11080500
65.122070,68.019997,2017-02-10,68.599998,67.760002,68.250000,12445600
64.882721,67.769997,2017-02-13,68.650002,67.559998,68.320000,8374300
65.734802,68.660004,2017-02-14,68.680000,67.709999,67.879997,8336400
65.763535,68.690002,2017-02-15,68.709999,67.760002,67.800003,8563300
65.935867,68.870003,2017-02-16,69.239998,68.610001,68.669998,8413800
66.414558,69.370003,2017-02-17,69.790001,68.690002,68.830002,12837400
68.405937,71.449997,2017-02-21,72.279999,70.699997,71.209999,22412900
68.654861,71.709999,2017-02-22,72.370003,71.480003,72.250000,15242700
68.271904,71.309998,2017-02-23,72.500000,71.160004,72.000000,12799700
69.305893,72.389999,2017-02-24,72.800003,71.300003,71.339996,13889900
68.683586,71.739998,2017-02-27,72.419998,71.529999,72.279999,9254700
67.908096,70.930000,2017-02-28,71.000000,70.000000,70.870003,15952600
67.448547,70.449997,2017-03-01,71.080002,70.150002,70.970001,13522700
67.745338,70.760002,2017-03-02,70.900002,70.169998,70.419998,8916300
67.046440,70.029999,2017-03-03,71.019997,69.879997,70.760002,9297900
66.902832,69.879997,2017-03-06,70.440002,69.779999,70.000000,9182600
66.893257,69.870003,2017-03-07,70.209999,69.860001,69.900002,7282900
67.317604,69.800003,2017-03-08,70.029999,69.540001,69.690002,7979800
67.375473,69.860001,2017-03-09,70.040001,69.559998,69.750000,7564500
67.606949,70.099998,2017-03-10,70.360001,69.800003,70.000000,7098800
67.462273,69.949997,2017-03-13,70.449997,69.709999,69.989998,6802500
68.204887,70.720001,2017-03-14,71.209999,70.720001,70.820000,9958400
68.069862,70.580002,2017-03-15,70.699997,70.019997,70.500000,8813800
67.934845,70.440002,2017-03-16,70.699997,70.070000,70.110001,7061000
67.404411,69.889999,2017-03-17,70.750000,69.809998,70.580002,14078400
67.491219,69.980003,2017-03-20,70.449997,69.709999,70.139999,7466200
67.414055,69.900002,2017-03-21,70.400002,69.690002,70.169998,8746800
67.751610,70.250000,2017-03-22,70.339996,69.720001,70.029999,6455600
67.375473,69.860001,2017-03-23,70.309998,69.750000,70.199997,6898800
67.134354,69.610001,2017-03-24,70.169998,69.529999,69.989998,5859000
67.182602,69.660004,2017-03-27,70.070000,69.360001,69.519997,5792600
67.819115,70.320000,2017-03-28,70.370003,69.330002,69.330002,7252200
68.224174,70.739998,2017-03-29,71.180000,70.309998,70.349998,6991000
69.043945,71.589996,2017-03-30,71.720001,70.639999,70.690002,8141500
69.516525,72.080002,2017-03-31,72.559998,71.230003,71.320000,9939800
69.275414,71.830002,2017-04-03,72.529999,71.779999,72.080002,8291300
69.449013,72.010002,2017-04-04,72.059998,71.529999,71.739998,5567300
69.101814,71.650002,2017-04-05,72.309998,71.559998,71.639999,6354500
68.889648,71.430000,2017-04-06,72.099998,71.379997,71.699997,5941100
70.307358,72.900002,2017-04-07,72.989998,71.800003,72.099998,10768000
70.461670,73.059998,2017-04-10,73.480003,72.730003,72.989998,7495900
70.818504,73.430000,2017-04-11,73.449997,72.930000,73.000000,5810500
70.828156,73.440002,2017-04-12,73.830002,73.250000,73.550003,6627300
70.548470,73.150002,2017-04-13,73.660004,73.150002,73.370003,5336400
70.876373,73.489998,2017-04-17,73.580002,73.150002,73.160004,5465400
71.262154,73.889999,2017-04-18,74.099998,73.480003,73.540001,6627900
71.435753,74.070000,2017-04-19,74.379997,73.860001,74.099998,5940600
72.139786,74.800003,2017-04-20,75.110001,74.110001,74.139999,7681300
72.274803,74.940002,2017-04-21,75.110001,74.599998,74.739998,5755700
72.120499,74.779999,2017-04-24,75.400002,74.419998,75.080002,7812500
72.380898,75.050003,2017-04-25,75.169998,74.860001,74.970001,5720400
72.747375,75.430000,2017-04-26,75.769997,75.169998,75.269997,6948500
72.757019,75.440002,2017-04-27,75.699997,75.019997,75.540001,6052200
72.506271,75.180000,2017-04-28,75.440002,74.930000,75.239998,7217400
72.554497,75.230003,2017-05-01,75.720001,75.089996,75.089996,6165900
72.834175,75.519997,2017-05-02,75.709999,75.250000,75.300003,7318400
73.065659,75.760002,2017-05-03,75.879997,75.180000,75.400002,5523600
73.625015,76.339996,2017-05-04,76.400002,75.830002,75.930000,5500800
73.779320,76.500000,2017-05-05,76.599998,76.180000,76.419998,5597800
73.412842,76.120003,2017-05-08,76.519997,76.070000,76.500000,6512200
73.991501,76.720001,2017-05-09,77.050003,76.330002,76.440002,8255300
74.467232,76.699997,2017-05-10,76.779999,76.190002,76.330002,7511900
73.913834,76.129997,2017-05-11,76.720001,75.930000,76.349998,8349400
73.506058,75.709999,2017-05-12,76.250000,75.370003,75.949997,5892900
74.069176,76.290001,2017-05-15,76.470001,75.800003,75.800003,8843900
72.923523,75.110001,2017-05-16,76.269997,75.080002,76.190002,8371800
72.933228,75.120003,2017-05-17,75.730003,74.959999,75.110001,10971000
75.282784,77.540001,2017-05-18,77.660004,76.129997,76.889999,19166800
76.476967,78.769997,2017-05-19,79.440002,77.769997,77.970001,18581700
76.263390,78.550003,2017-05-22,79.000000,78.300003,78.650002,8897600
76.205132,78.489998,2017-05-23,78.970001,78.440002,78.580002,7584900
75.875031,78.150002,2017-05-24,78.610001,78.139999,78.559998,7427000
76.030373,78.309998,2017-05-25,78.849998,78.150002,78.360001,6135000
75.855606,78.129997,2017-05-26,78.540001,77.790001,78.370003,6125800
75.875031,78.150002,2017-05-30,78.400002,77.930000,78.000000,5410400
